name,name_code,year,Agglomeration,Agglomeration_code,AREA,GDZTKN_IN_A,RS,FAI,POP_diff,RP,FD
三明市,1,2009,粤闽浙沿海,1,-0.83551155,-0.161735128,-0.524833183,-0.419237424,-0.185360599,-0.249977991,-0.700886323
三明市,1,2010,粤闽浙沿海,1,-0.822604175,-0.212506171,-0.49604796,-0.381311304,-0.285687891,-0.250022512,-0.638220969
三明市,1,2011,粤闽浙沿海,1,-0.806689786,-0.212506171,-0.462086254,-0.360638801,-0.137837145,-0.239580771,-0.583164391
三明市,1,2012,粤闽浙沿海,1,-0.790729574,-0.263277215,-0.425134856,-0.295722789,-0.238164437,-0.21255928,-0.463380314
三明市,1,2013,粤闽浙沿海,1,-0.769972752,-0.329670118,-0.392561107,-0.253954236,-0.185360599,-0.187042611,-0.329703824
三明市,1,2014,粤闽浙沿海,1,-0.761222934,0.22685863,-0.37827934,-0.226018328,-0.185360599,-0.170358977,-0.265492477
三明市,1,2015,粤闽浙沿海,1,-0.750053138,0.265913279,-0.348981897,-0.314233403,-0.132556761,-0.155447293,-0.025346036
三明市,1,2016,粤闽浙沿海,1,-0.74144203,0.285440604,-0.322236979,-0.363217794,-0.185360599,-0.156322879,0.049178499
三明市,1,2017,粤闽浙沿海,1,-0.73014591,0.463139256,-0.283193884,-0.35404625,-0.185360599,-0.151122786,0.240510781
三明市,1,2018,粤闽浙沿海,1,-0.723492828,1.058722654,-0.242477623,-0.330828106,-0.185360599,-0.185273629,0.235909096
三明市,1,2019,粤闽浙沿海,1,-0.718566179,2.388533452,-0.097848435,-0.303966131,-0.238164437,-0.192456407,0.354994923
三门峡市,2,2009,中原,2,-0.638415867,0.394793621,-0.550639436,-0.510773221,-0.132556761,-0.252055654,-0.657979301
三门峡市,2,2010,中原,2,-0.618795964,0.279582406,-0.527819547,-0.472681851,-0.164239064,-0.239429399,-0.649592914
三门峡市,2,2011,中原,2,-0.608220636,0.355738972,-0.500704089,-0.458939789,-0.248725204,-0.230587459,-0.554307889
三门峡市,2,2012,中原,2,-0.590541421,0.267866011,-0.472756373,-0.438241702,-0.380734799,-0.221344827,-0.50815754
三门峡市,2,2013,中原,2,-0.574409061,0.066734569,-0.447432097,-0.398546539,-0.296248658,-0.211618396,-0.484949175
三门峡市,2,2014,中原,2,-0.565013998,0.13117474,-0.418252153,-0.375521692,-0.259285972,-0.202601338,-0.479380398
三门峡市,2,2015,中原,2,-0.552722145,0.04330178,-0.38418367,-0.358766477,-0.386015183,-0.231581769,-0.444277784
三门峡市,2,2016,中原,2,-0.540352269,0.371360831,-0.351445614,-0.343777083,-0.364893648,-0.226052217,-0.39629722
三门峡市,2,2017,中原,2,-0.532366589,0.170229389,-0.312446368,-0.323105338,-0.317370194,-0.202441062,-0.287554111
三门峡市,2,2018,中原,2,-0.522115741,0.588114133,-0.282963839,-0.297800159,-0.290968275,-0.176019125,-0.168525498
三门峡市,2,2019,中原,2,-0.517753836,0.658412501,-0.306571839,-0.272494981,-0.254005588,-0.134813131,-0.094125848
上海市,3,2009,长三角,3,1.697703739,1.150501079,3.147736381,2.213709823,3.495066902,6.102933679,1.834782412
上海市,3,2010,长三角,3,1.77056068,0.781434646,3.811221952,3.192515124,4.693714022,5.708815851,1.711431414
上海市,3,2011,长三角,3,1.839080484,3.286790379,4.361596142,3.551879285,2.629083961,6.197508898,2.054393525
上海市,3,2012,长三角,3,1.88244193,3.030982428,4.803420724,3.951827204,2.085204431,6.996827403,1.779162927
上海市,3,2013,长三角,3,1.95335075,3.649998615,5.276451136,4.782309199,2.402027458,7.359896042,1.648680548
上海市,3,2014,长三角,3,2.009203444,4.079599753,6.201871839,5.515482841,0.817912321,7.497348289,1.14902983
上海市,3,2015,长三角,3,2.044968093,4.321738577,6.814148795,6.012869494,-0.66059514,7.781073946,3.204897842
上海市,3,2016,长三角,3,2.079606968,5.926884651,7.416854907,6.467854831,0.289873942,9.85459348,2.225174485
上海市,3,2017,长三角,3,2.110007786,4.69080501,8.070334538,6.747370628,-0.238164437,11.28480326,4.640112967
上海市,3,2018,长三角,3,2.149226537,7.809318733,8.690286006,7.082144049,0.289873942,12.36721818,6.719678427
上海市,3,2019,长三角,3,2.190818205,8.436145849,11.04091383,7.457732428,0.131462429,11.27427544,5.309627999
上饶市,4,2009,长江中游,4,-0.131089914,-0.005516532,-0.473291073,-0.389371015,0.068097823,-0.262209489,-0.278650958
上饶市,4,2010,长江中游,4,-0.110364054,-0.140255071,-0.433253484,-0.386344407,0.073378207,-0.253438784,-0.196825861
上饶市,4,2011,长江中游,4,-0.084689253,0.014010793,-0.395741653,-0.370616885,-0.217042902,-0.246089793,-0.037438379
上饶市,4,2012,长江中游,4,-0.060807762,-0.085578562,-0.361939299,-0.383160129,-0.232884053,-0.243641119,0.116805429
上饶市,4,2013,长江中游,4,-0.008228354,-0.103153154,-0.316911348,-0.358701097,-0.227603669,-0.204925353,0.250154018
上饶市,4,2014,长江中游,4,0.011732129,-0.269135412,-0.272274864,-0.323198196,-0.232884053,-0.162912039,0.24168335
上饶市,4,2015,长江中游,4,0.031911822,0.558823146,-0.204083917,-0.315805359,-0.232884053,-0.131141604,0.513478679
上饶市,4,2016,长江中游,4,0.058375531,1.195413925,-0.144407946,-0.333797293,-0.248725204,-0.146804215,0.719289659
上饶市,4,2017,长江中游,4,0.088230182,0.933747777,-0.076953496,-0.287171878,-0.217042902,-0.111620476,1.140022708
上饶市,4,2018,长江中游,4,0.114975025,1.933546791,-0.066858526,-0.219178092,-0.238164437,-0.01273559,1.527714059
上饶市,4,2019,长江中游,4,0.138790877,2.095623584,-0.002414473,-0.174531693,-0.264566356,0.121757471,2.143498266
东莞市,5,2009,珠三角,5,0.211703548,-0.25937175,0.031547159,-0.034811222,1.689175646,0.05904173,-0.961735424
东莞市,5,2010,珠三角,5,0.232090066,-0.269135412,0.141716026,0.005597243,1.7366991,-0.050750887,-0.858951744
东莞市,5,2011,珠三角,5,0.251811524,-0.269135412,0.258736095,0.147296351,2.676607415,0.250626002,-0.690603894
东莞市,5,2012,珠三角,5,0.270651188,-0.17930972,0.324006194,0.154048467,2.333382469,0.262623022,-0.749621735
东莞市,5,2013,珠三角,5,0.300754772,-0.114869549,0.421673607,0.382097337,1.826465625,0.21779299,-0.712037411
东莞市,5,2014,珠三角,5,0.313954427,0.137032937,0.758591656,0.553418202,1.567726819,0.130899188,-0.914434654
东莞市,5,2015,珠三角,5,0.328920145,-0.353102908,0.937843549,0.529069463,0.020574369,0.627481419,-0.540374872
东莞市,5,2016,珠三角,5,0.347419228,-0.558139815,1.149385906,0.657070853,0.712304645,0.541510692,-0.594125999
东莞市,5,2017,珠三角,5,0.368110411,-0.247655355,1.30992662,0.769628793,0.9552023,0.720207518,-0.464673462
东莞市,5,2018,珠三角,5,0.387445465,0.000341666,1.470926019,0.835257349,0.110340893,0.880086653,-0.219108968
东莞市,5,2019,珠三角,5,0.395582238,0.068687302,1.673658282,0.948502438,-0.095594074,0.465097216,0.237693172
中卫市,6,2009,宁夏沿黄,6,-0.920385401,-0.692878354,-0.6572987,-0.531533087,-0.132556761,-0.279041528,-0.697802947
中卫市,6,2010,宁夏沿黄,6,-0.918194541,-0.692878354,-0.65342876,-0.531487984,-0.475781707,-0.279373954,-0.622533406
中卫市,6,2011,宁夏沿黄,6,-0.916695988,-0.6655401,-0.649238932,-0.524110118,-0.190640983,-0.277233961,-0.529327137
中卫市,6,2012,宁夏沿黄,6,-0.913745943,-0.683114692,-0.645113954,-0.474617281,-0.164239064,-0.276524587,-0.399939195
中卫市,6,2013,宁夏沿黄,6,-0.904149009,-0.692878354,-0.640335889,-0.445294944,-0.153678296,-0.274087786,-0.354378822
中卫市,6,2014,宁夏沿黄,6,-0.901607661,-0.6655401,-0.635718582,-0.469191331,-0.195921366,-0.247594614,-0.396155109
中卫市,6,2015,宁夏沿黄,6,-0.899470055,-0.644060043,-0.632837368,-0.451761094,-0.20120175,-0.256169426,-0.330141845
中卫市,6,2016,宁夏沿黄,6,-0.898295982,-0.626485451,-0.628950791,-0.448041651,-0.185360599,-0.249604011,-0.192515781
中卫市,6,2017,宁夏沿黄,6,-0.896507625,-0.655776437,-0.623613624,-0.450668779,-0.222323285,-0.244332684,-0.113331116
中卫市,6,2018,宁夏沿黄,6,-0.894420797,-0.470266855,-0.622757852,-0.493785482,-0.190640983,-0.236084361,-0.068791972
中卫市,6,2019,宁夏沿黄,6,-0.893391625,-0.470266855,-0.621779848,-0.49867437,-0.217042902,-0.219561005,-0.001623365
中山市,7,2009,珠三角,5,-0.454168112,-0.868624274,-0.271120204,-0.19645058,0.580295051,-0.145700085,-0.888559404
中山市,7,2010,珠三角,5,-0.437156435,-0.870577007,-0.198396766,-0.102788521,0.64894004,-0.088095395,-0.889795338
中山市,7,2011,珠三角,5,-0.422269979,0.736521799,-0.118560727,0.02715152,-0.085033307,-0.038617335,-0.872839851
中山市,7,2012,珠三角,5,-0.40936632,0.170229389,-0.079181402,0.095462919,-0.11671561,0.037564631,-0.847411234
中山市,7,2013,珠三角,5,-0.387694266,0.150702064,-0.019121875,0.195350645,-0.085033307,0.025718983,-0.85979395
中山市,7,2014,珠三角,5,-0.375698408,0.291298801,0.048349878,0.253226112,3.516188437,0.094281862,-0.870161276
中山市,7,2015,珠三角,5,-0.360653428,-0.870577007,0.12594825,0.350550953,0.316275861,0.203742053,-0.519292018
中山市,7,2016,珠三角,5,-0.34630447,-0.854955147,0.214023152,0.469129702,0.379640467,0.539896052,-0.487368136
中山市,7,2017,珠三角,5,-0.324187804,-0.815900498,0.290959712,0.621473389,0.358518931,1.021180746,-0.052652854
中山市,7,2018,珠三角,5,-0.306129616,-0.708500213,0.424726448,0.760283091,0.38492085,0.93067181,-0.17499185
中山市,7,2019,珠三角,5,-0.297132104,-0.728027538,0.458122767,0.436581775,0.337397396,0.701508551,-0.140034424
临汾市,8,2009,山西中部,7,0.292366589,-0.751460327,-0.476104997,-0.487230453,-0.058631388,-0.265100409,-0.510340264
临汾市,8,2010,山西中部,7,0.316763285,-0.690925621,-0.451005367,-0.501552973,0.337397396,-0.256822406,-0.410858354
临汾市,8,2011,山西中部,7,0.328319484,-0.671398297,-0.41093014,-0.490147715,-0.39657595,-0.253400198,-0.32660753
临汾市,8,2012,山西中部,7,0.345287814,-0.714358411,-0.368388607,-0.455700744,-0.401856334,-0.244412822,-0.241168757
临汾市,8,2013,山西中部,7,0.360835616,-0.702642016,-0.326031347,-0.436720723,-0.401856334,-0.237479364,-0.024578884
临汾市,8,2014,山西中部,7,0.371330443,-0.65772917,-0.27463491,-0.401432723,-0.364893648,-0.246371761,0.084328483
临汾市,8,2015,山西中部,7,0.385044064,-0.536659758,-0.25468958,-0.347614589,-0.35433288,-0.260956956,0.29673193
临汾市,8,2016,山西中部,7,0.401590075,-0.407779416,-0.226989286,-0.376166014,-0.338491729,-0.259894379,0.454401163
临汾市,8,2017,山西中部,7,0.408109401,-0.366772035,-0.194721451,-0.365535459,-0.333211345,-0.234460816,0.529917399
临汾市,8,2018,山西中部,7,0.416970682,-0.429259473,-0.169594683,-0.343413989,-0.412417102,-0.254480583,0.669298625
临汾市,8,2019,山西中部,7,0.420838435,-0.437070403,-0.132715974,-0.354880268,-0.359613264,-0.263269098,0.750734917
临沂市,9,2009,山东半岛,8,2.65490408,-0.310142794,0.042737264,-0.283597028,0.115621277,-0.22258252,-0.340051463
临沂市,9,2010,山东半岛,8,2.71162866,-0.337481048,0.179201903,-0.261144301,0.696463494,-0.190156137,-0.18534072
临沂市,9,2011,山东半岛,8,2.81525796,-0.187120649,0.332512445,-0.19946506,-0.000547166,-0.197597139,-0.046044391
临沂市,9,2012,山东半岛,8,2.88524164,0.004247131,0.484675056,-0.118457296,-0.011107934,-0.163692647,0.170998268
临沂市,9,2013,山东半岛,8,3.055822837,-0.157829663,0.639261972,0.008548617,-0.000547166,-0.146077033,0.235525212
临沂市,9,2014,山东半岛,8,3.135134702,-0.202742509,0.807505519,0.141916642,0.142023196,-0.151161371,0.325771762
临沂市,9,2015,山东半岛,8,3.237989955,-0.040665716,0.975026841,0.182744296,0.295154326,-0.144254626,0.606512693
临沂市,9,2016,山东半岛,8,3.306840433,0.02767992,1.162129088,0.148706469,0.506369678,-0.072432784,0.795445086
临沂市,9,2017,山东半岛,8,3.370283732,-0.08362583,1.01354019,0.211357878,0.448285456,-0.152022117,0.942246221
临沂市,9,2018,山东半岛,8,3.430573878,0.508052103,1.157798246,0.454001779,0.136742812,-0.158050308,1.083867386
临沂市,9,2019,山东半岛,8,3.457915665,0.394793621,1.221304595,0.567590255,0.041695904,-0.113849512,1.413037361
丽水市,10,2009,粤闽浙沿海,1,-0.790059559,-0.646012775,-0.505631302,-0.482724368,-0.206482134,-0.225108365,-0.465478141
丽水市,10,2010,粤闽浙沿海,1,-0.780202546,-0.698736551,-0.480855332,-0.470548577,-0.20120175,-0.215040604,-0.374336478
丽水市,10,2011,粤闽浙沿海,1,-0.766505025,-0.640154578,-0.444059885,-0.45744553,-0.195921366,-0.199167258,-0.333369792
丽水市,10,2012,粤闽浙沿海,1,-0.756464717,-0.651870972,-0.403243501,-0.399930694,-0.180080215,-0.182563763,-0.293950331
丽水市,10,2013,粤闽浙沿海,1,-0.731991236,-0.65772917,-0.366478446,-0.335712825,-0.15895868,-0.174196717,-0.181073088
丽水市,10,2014,粤闽浙沿海,1,-0.725193253,-0.663587367,-0.325404584,-0.262287404,-0.137837145,-0.150953605,-0.091014174
丽水市,10,2015,粤闽浙沿海,1,-0.713255603,-0.651870972,-0.293660505,-0.261068688,-0.143117529,-0.125968223,0.207379879
丽水市,10,2016,粤闽浙沿海,1,-0.700745779,-0.218364369,-0.25494277,-0.243370678,-0.04807062,-0.099041711,0.535189651
丽水市,10,2017,粤闽浙沿海,1,-0.691919176,-0.345291978,-0.207379078,-0.200058784,-0.074472539,-0.072011315,0.705168391
丽水市,10,2018,粤闽浙沿海,1,-0.685937347,0.189756713,-0.172663793,-0.177564365,1.176978419,-0.0110883,0.928323663
丽水市,10,2019,粤闽浙沿海,1,-0.680957444,0.406510015,-0.131965722,-0.152629672,-0.021668701,0.051568079,1.449139057
乌鲁木齐市,11,2009,天山北坡,9,-0.574027611,-0.874482472,-0.327573407,-0.362112214,0.400762002,-0.210276819,-0.804477759
乌鲁木齐市,11,2010,天山北坡,9,-0.555064099,-0.874482472,-0.260838078,-0.285009041,1.240343024,-0.22388848,-0.858160598
乌鲁木齐市,11,2011,天山北坡,9,-0.541869399,-0.874482472,-0.163702259,-0.190378224,0.337397396,-0.199820238,-0.87489769
乌鲁木齐市,11,2012,天山北坡,9,-0.531582635,-0.872529739,-0.060679193,-0.151181653,0.543332364,-0.150226423,-0.66143118
乌鲁木齐市,11,2013,天山北坡,9,-0.509321068,-0.872529739,0.039664235,-0.046616907,0.395481618,-0.085005613,-0.614045512
乌鲁木齐市,11,2014,天山北坡,9,-0.501849355,-0.872529739,0.113546992,0.120157508,0.184266266,-0.036364555,-0.534787639
乌鲁木齐市,11,2015,天山北坡,9,-0.491208388,-0.866671542,0.173838559,0.174979647,-0.079752923,-0.026148389,-0.449800422
乌鲁木齐市,11,2016,天山北坡,9,-0.48221459,-0.862766077,0.23683572,0.125956975,-0.343772113,-0.006698495,-0.635013324
乌鲁木齐市,11,2017,天山北坡,9,-0.475983828,-0.858860612,0.296307971,0.251482274,-0.269846739,0.009186722,-0.574024386
乌鲁木齐市,11,2018,天山北坡,9,-0.46316067,-0.858860612,0.3235745,0.161690021,-0.174799831,0.015906478,0.310061437
乌鲁木齐市,11,2019,天山北坡,9,-0.456806061,-0.862766077,0.349599706,0.071897768,0.057537055,0.011573067,-0.020279261
乐山市,12,2009,成渝,10,-0.794615905,-0.540565223,-0.505356668,-0.483454536,-0.058631388,-0.262271819,-0.536030955
乐山市,12,2010,成渝,10,-0.785686508,-0.823711428,-0.493663512,-0.449595414,-0.940455481,-0.255955724,-0.482115571
乐山市,12,2011,成渝,10,-0.778072371,-0.585478069,-0.460761815,-0.432992373,-0.195921366,-0.251497653,-0.413404661
乐山市,12,2012,成渝,10,-0.771930779,-0.579619872,-0.426168023,-0.418014539,-0.180080215,-0.244988631,-0.32481238
乐山市,12,2013,成渝,10,-0.754628061,-0.628438183,-0.389581546,-0.352183211,-0.232884053,-0.24059289,-0.200095642
乐山市,12,2014,成渝,10,-0.749802967,-0.579619872,-0.317246765,-0.322084846,-0.254005588,-0.233157825,-0.089116286
乐山市,12,2015,成渝,10,-0.744312812,-0.804184103,-0.269457983,-0.271317766,-0.20120175,-0.232837271,-0.027606891
乐山市,12,2016,成渝,10,-0.737298096,-0.806136836,-0.216030558,-0.159215022,-0.227603669,-0.250562704,0.07889751
乐山市,12,2017,成渝,10,-0.731202328,-0.813947766,-0.156142733,-0.193069027,-0.232884053,-0.229732649,0.19495533
乐山市,12,2018,成渝,10,-0.727013809,-0.667492832,-0.184230132,-0.191632947,-0.248725204,-0.257760323,0.257356148
乐山市,12,2019,成渝,10,-0.723170825,-0.798325906,-0.110846359,-0.139918525,-0.238164437,-0.257846397,0.30316137
九江市,13,2009,长江中游,4,-0.478692371,-0.036760251,-0.499801509,-0.468136728,-0.00582755,-0.269787023,-0.412097979
九江市,13,2010,长江中游,4,-0.44965759,-0.017232926,-0.467577893,-0.473704617,-0.491622859,-0.264494919,-0.342362149
九江市,13,2011,长江中游,4,-0.41761084,0.055018174,-0.433819907,-0.445775722,-0.195921366,-0.252661144,-0.165592847
九江市,13,2012,长江中游,4,-0.388245387,0.014010793,-0.39468608,-0.450860749,-0.306809426,-0.238432121,0.03096124
九江市,13,2013,长江中游,4,-0.325088174,0.01986899,-0.355512841,-0.418314338,-0.275127123,-0.174303568,0.067301633
九江市,13,2014,长江中游,4,-0.303869402,0.078450964,-0.298880246,-0.316188352,-0.269846739,-0.146715172,0.115394779
九江市,13,2015,长江中游,4,-0.275895993,0.303015196,-0.247685089,-0.309125445,-0.269846739,-0.133890055,0.274104928
九江市,13,2016,长江中游,4,-0.235256712,0.525626695,-0.191983913,-0.3262953,-0.248725204,-0.11301251,0.331184894
九江市,13,2017,长江中游,4,-0.196798383,0.560775879,-0.131033491,-0.273963656,-0.232884053,-0.062439225,0.685169517
九江市,13,2018,长江中游,4,-0.164782596,2.66582146,-0.121497179,-0.289075281,-0.248725204,0.057050141,0.844534238
九江市,13,2019,长江中游,4,-0.138983947,2.495933737,0.180641253,-0.274049313,-0.248725204,0.234387582,1.333921598
亳州市,14,2009,中原,2,0.444394208,-0.659681902,-0.536543494,-0.519982857,-0.343772113,-0.282312363,-0.54339119
亳州市,14,2010,中原,2,0.471915574,-0.647965508,-0.512925733,-0.478533621,-1.347045032,-0.277147886,-0.437203616
亳州市,14,2011,中原,2,0.497139571,-0.620627253,-0.483469307,-0.407035482,-0.079752923,-0.261977978,-0.286285572
亳州市,14,2012,中原,2,0.548502797,-0.630390915,-0.453080205,-0.379052576,-0.39657595,-0.259843922,-0.132474249
亳州市,14,2013,中原,2,0.634376097,-0.624532718,-0.422462464,-0.278494756,-0.079752923,-0.242789277,-0.055734998
亳州市,14,2014,中原,2,0.651349382,-0.624532718,-0.390434138,-0.164817781,-0.079752923,-0.244899589,0.03328546
亳州市,14,2015,中原,2,0.678348112,-0.583525337,-0.354961577,-0.17216362,0.025854753,-0.203031711,0.271551239
亳州市,14,2016,中原,2,0.696216813,-0.556187082,-0.313730507,-0.122402631,-0.026949085,-0.208359433,0.248810425
亳州市,14,2017,中原,2,0.711981345,-0.579619872,-0.28677514,0.048477253,-0.026949085,-0.128440642,0.488248772
亳州市,14,2018,中原,2,0.733576614,-0.298426399,-0.241332058,0.093918821,-0.132556761,-0.132851224,0.495214665
亳州市,14,2019,中原,2,0.749860069,-0.265229947,0.037323489,0.225954425,-0.185360599,-0.115968728,0.591650112
佛山市,15,2009,珠三角,5,0.297101274,-0.763176722,0.364083122,0.117909203,1.404034922,-0.0381276,-0.854040614
佛山市,15,2010,珠三角,5,0.332558781,-0.794420441,0.569911485,0.35909542,1.525483749,0.048786979,-0.577161284
佛山市,15,2011,珠三角,5,0.365351091,0.722852672,0.750550522,0.570205444,2.005998674,0.095112927,-0.640783886
佛山市,15,2012,珠三角,5,0.387675821,0.164371192,0.815689146,0.648930982,1.657493344,0.211895396,-0.622799787
佛山市,15,2013,珠三角,5,0.434101252,0.037443582,0.996557119,0.851525721,1.282586095,0.198173916,-0.620906206
佛山市,15,2014,珠三角,5,0.452369979,0.164371192,1.097480723,1.017023052,1.161137267,0.168680006,-0.783089766
佛山市,15,2015,珠三角,5,0.480070924,-0.647965508,1.322743156,1.230535829,0.590855818,0.610863083,0.561513381
佛山市,15,2016,珠三角,5,0.501837103,-0.687020156,1.553857861,1.769867656,0.369079699,0.749829056,-0.367630814
佛山市,15,2017,珠三角,5,0.529296545,-0.692878354,1.777666451,2.194405556,1.145296116,1.085407245,-0.232155483
佛山市,15,2018,珠三角,5,0.552537745,-0.232033496,1.753345616,3.266102573,1.187539186,1.335166081,-0.293497544
佛山市,15,2019,珠三角,5,0.567541855,-0.120727746,2.047447646,3.507410453,0.622538121,2.625650052,0.360484339
保定市,16,2009,京津冀,11,2.603596586,0.660365234,-0.137626549,-0.230437998,0.305715094,-0.260986636,-0.147710256
保定市,16,2010,京津冀,11,2.696788028,0.386982691,-0.038592401,-0.041866548,0.823192705,-0.223262213,0.164644498
保定市,16,2011,京津冀,11,2.775083107,0.291298801,0.075478868,0.109533207,0.152583964,-0.24152487,0.32589111
保定市,16,2012,京津冀,11,2.84413917,0.342069845,0.190709529,0.098310444,0.231789721,-0.231157332,0.446222099
保定市,16,2013,京津冀,11,2.995946341,0.677939826,0.224850849,-0.007709143,0.157864347,-0.214776443,0.793675775
保定市,16,2014,京津冀,11,3.075477417,0.724805405,0.432869774,0.3037366,0.205387802,-0.220288187,0.701408298
保定市,16,2015,京津冀,11,3.203512082,0.88883493,0.438421384,0.281592768,-0.016388318,-0.221582274,1.247807953
保定市,16,2016,京津冀,11,3.27509587,1.636731459,0.674219946,0.833337648,0.406042386,-0.176529636,1.358635969
保定市,16,2017,京津冀,11,3.338910713,1.361396183,0.689707617,0.631304037,0.110340893,-0.1549071,1.563508156
保定市,16,2018,京津冀,11,3.380602697,2.386580719,0.915254001,0.574974564,0.031135137,-0.159878651,3.771173332
保定市,16,2019,京津冀,11,3.404111407,2.142489163,0.488605483,0.66564659,-5.999063151,-0.119177233,2.594724862
信阳市,17,2009,中原,2,0.911752132,-0.023091124,-0.401271744,-0.347786851,0.379640467,-0.260597817,-0.158492225
信阳市,17,2010,中原,2,0.95257223,0.021821723,-0.357476538,-0.303121691,-3.839386181,-0.253263666,-0.070417327
信阳市,17,2011,中原,2,0.981645404,0.066734569,-0.29907879,-0.247410198,-0.042790237,-0.245837505,0.168324
信阳市,17,2012,中原,2,1.012059845,0.033538117,-0.239420862,-0.202542077,0.03641552,-0.233433857,0.433974726
信阳市,17,2013,中原,2,1.039862344,0.113600148,-0.178685843,-0.132164678,-0.143117529,-0.235149413,0.528088414
信阳市,17,2014,中原,2,1.06815528,0.164371192,-0.102085662,-0.090208513,-0.000547166,-0.22778855,0.659643084
信阳市,17,2015,中原,2,1.081736384,0.246385955,-0.139980383,-0.00669263,-0.121995993,-0.228364359,0.81618835
信阳市,17,2016,中原,2,1.10799946,1.107540965,0.048111477,0.118339952,-0.127276377,-0.223544181,0.978796397
信阳市,17,2017,中原,2,1.124686657,0.785340111,0.125233714,0.256912961,-0.148397912,-0.22179004,1.1964561
信阳市,17,2018,中原,2,1.144178997,1.363348916,0.162827181,0.242302959,-0.042790237,-0.219691601,1.605852271
信阳市,17,2019,中原,2,1.153440305,2.038994343,0.220207365,0.178466755,-0.264566356,-0.216132861,2.003720852
兰州市,18,2009,兰州－西宁,12,-0.818172916,-0.626485451,-0.330269535,-0.374126924,-0.121995993,-0.234537987,-0.543309984
兰州市,18,2010,兰州－西宁,12,-0.816000633,-0.618674521,-0.274563109,-0.336848158,1.382913387,-0.227883529,-0.473344685
兰州市,18,2011,兰州－西宁,12,-0.815182001,-0.573761674,-0.204597616,-0.258409722,0.173705499,-0.219667856,-0.382157497
兰州市,18,2012,兰州－西宁,12,-0.812734777,-0.603052661,-0.123706671,-0.118863029,0.258191639,-0.204613703,-0.321398029
兰州市,18,2013,兰州－西宁,12,-0.807598826,-0.597194464,-0.053638099,-0.017484456,0.14730358,-0.197240968,-0.204635192
兰州市,18,2014,兰州－西宁,12,-0.806926335,-0.583525337,0.02104083,0.07676242,0.194827034,-0.193848441,-0.143563202
兰州市,18,2015,兰州－西宁,12,-0.805555344,-0.487841447,0.174319057,0.081455927,0.200107418,-0.164927372,0.047369816
兰州市,18,2016,兰州－西宁,12,-0.804061745,-0.407779416,0.256543388,0.180255318,0.226509337,-0.153666439,0.354169942
兰州市,18,2017,兰州－西宁,12,-0.800955652,-0.323811921,0.327071828,0.257969649,0.268752407,-0.086305637,0.271001251
兰州市,18,2018,兰州－西宁,12,-0.797599388,-0.05238211,0.322166281,0.550691015,0.194827034,-0.107910364,0.376590852
兰州市,18,2019,兰州－西宁,12,-0.796286606,-0.126585943,0.558726409,0.485843415,0.194827034,-0.05337171,0.444944331
内江市,19,2009,成渝,10,-0.933723765,-0.398015754,-0.551740189,-0.507737327,-0.180080215,-0.279273039,-0.571427018
内江市,19,2010,成渝,10,-0.927729551,-0.413637614,-0.52825627,-0.483281327,-1.526578081,-0.278519144,-0.486130971
内江市,19,2011,成渝,10,-0.923682219,-0.341386513,-0.50128885,-0.458009691,-0.454660172,-0.275099904,-0.334595268
内江市,19,2012,成渝,10,-0.918709746,-0.431212206,-0.473511283,-0.451024293,-0.449379788,-0.268166446,-0.246134024
内江市,19,2013,成渝,10,-0.910272024,-0.468314122,-0.44388663,-0.411962271,-0.459940556,-0.268196127,-0.427347521
内江市,19,2014,成渝,10,-0.907100292,-0.474172319,-0.414232252,-0.342258757,-0.46522094,-0.261152849,-0.176635661
内江市,19,2015,成渝,10,-0.901534591,-0.560092547,-0.375514147,-0.326244134,-0.481062091,-0.238064077,-0.055007834
内江市,19,2016,成渝,10,-0.895893342,-0.390204824,-0.337092712,-0.328272421,-0.481062091,-0.254070987,-0.028066444
内江市,19,2017,成渝,10,-0.89177294,-0.366772035,-0.29913558,-0.342973955,-0.491622859,-0.237503108,0.063402505
内江市,19,2018,成渝,10,-0.886609742,-0.093389492,-0.279435898,-0.266198818,-0.565548232,-0.237850375,0.188137084
内江市,19,2019,成渝,10,-0.882491817,-0.05238211,-0.238214515,-0.258350217,-0.481062091,-0.240058634,0.352533514
包头市,20,2009,呼包鄂榆,13,-0.268920908,-0.632343648,-0.220871107,-0.294872284,0.025854753,-0.206869452,-0.528202554
包头市,20,2010,呼包鄂榆,13,-0.232946958,-0.644060043,-0.137245434,-0.176630098,0.258191639,-0.200945144,-0.524958612
包头市,20,2011,呼包鄂榆,13,-0.212052666,-0.640154578,-0.043528265,-0.117224177,0.010013601,-0.179192013,-0.379546594
包头市,20,2012,呼包鄂榆,13,-0.180456721,-0.597194464,0.027000766,-0.260521014,0.020574369,-0.174312473,-0.281528242
包头市,20,2013,呼包鄂榆,13,-0.135189263,-0.526896096,0.119016965,-0.169726377,-0.00582755,-0.154384717,-0.067487136
包头市,20,2014,呼包鄂榆,13,-0.114898107,-0.497605109,0.198365554,-0.186026398,-0.011107934,-0.134694408,-0.195254029
包头市,20,2015,呼包鄂榆,13,-0.093078675,-0.388252092,0.26632483,-0.187061482,-0.026949085,-0.127508662,-0.062408057
包头市,20,2016,呼包鄂榆,13,-0.064170218,-0.280851807,0.357754124,-0.211221852,-0.04807062,-0.114463906,-0.049004111
