name,name_code,year,Province,Province_code,AREA,GDZTKN_IN_P,RS,FAI,POP_diff,RP,FD
七台河市,1,2009,黑龙江省,1,-0.7585404,-0.605249072,-0.645846311,-0.552447021,-0.04807062,-0.284001206,-0.770111538
七台河市,1,2010,黑龙江省,1,-0.753818099,-0.525462042,-0.637427611,-0.550694465,-0.180080215,-0.28439893,-0.774672005
七台河市,1,2011,黑龙江省,1,-0.748308129,-0.555382178,-0.630557701,-0.532636204,-0.195921366,-0.282255969,-0.733015681
七台河市,1,2012,黑龙江省,1,-0.743157316,-0.682542757,-0.622775229,-0.5353217,-0.20120175,-0.280703658,-0.689307671
七台河市,1,2013,黑龙江省,1,-0.731215951,-0.665089344,-0.617244917,-0.537535704,-0.206482134,-0.28320279,-0.657797817
七台河市,1,2014,黑龙江省,1,-0.726506035,-0.692516135,-0.611789806,-0.551294443,-0.386015183,-0.281282436,-0.658491761
七台河市,1,2015,黑龙江省,1,-0.722032667,-0.680049412,-0.607525663,-0.55583824,-0.454660172,-0.283493663,-0.589970333
七台河市,1,2016,黑龙江省,1,-0.718130236,-0.637662553,-0.603430042,-0.548938119,-0.343772113,-0.285458538,-0.460707892
七台河市,1,2017,黑龙江省,1,-0.713737369,-0.660102655,-0.599770551,-0.552051142,-0.264566356,-0.27818375,-0.526484304
七台河市,1,2018,黑龙江省,1,-0.711025112,-0.642649242,-0.595621689,-0.554238237,-0.232884053,-0.283164205,-0.518674974
七台河市,1,2019,黑龙江省,1,-0.706929479,-0.69500948,-0.628166229,-0.555184632,-0.222323285,-0.279338337,-0.276447932
三亚市,2,2009,海南省,2,-0.980235889,-1.014157599,-0.640004318,-0.375485686,-0.106154842,-0.253492209,-0.845154686
三亚市,2,2010,海南省,2,-0.975416987,-1.014157599,-0.63054269,-0.309265112,0.390201234,-0.235481839,-0.860223359
三亚市,2,2011,海南省,2,-0.97180312,-0.799729957,-0.614043297,-0.22208569,0.068097823,-0.224458353,-0.797049852
三亚市,2,2012,海南省,2,-0.970259982,-0.882010331,-0.600151888,-0.109115763,0.089219358,-0.212796727,-0.791294054
三亚市,2,2013,海南省,2,-0.966459106,-0.842116816,-0.586333981,0.012682512,-0.053351004,-0.202684445,-0.800929909
三亚市,2,2014,海南省,2,-0.963346821,-0.84959685,-0.573047521,0.159155288,-0.011107934,-0.191788587,-0.762947551
三亚市,2,2015,海南省,2,-0.961230269,-0.844610161,-0.543270319,0.32332361,-0.069192155,-0.177387414,-0.748769686
三亚市,2,2016,海南省,2,-0.958750844,-1.016650944,-0.531170241,0.216061239,-0.026949085,-0.164019137,-0.706994014
三亚市,2,2017,海南省,2,-0.95549242,-0.752356408,-0.51217696,0.48083836,-0.011107934,-0.205803907,-0.701639941
三亚市,2,2018,海南省,2,-0.953515815,-0.458141736,-0.498872753,0.202983208,-0.04807062,-0.195216731,-0.447388843
三亚市,2,2019,海南省,2,-0.952376419,-1.006677565,-0.426199672,0.007390354,-0.026949085,0.135137621,-0.275745375
三明市,3,2009,福建省,3,-0.83551155,-0.383341395,-0.524833183,-0.419237424,-0.185360599,-0.249977991,-0.700886323
三明市,3,2010,福建省,3,-0.822604175,-0.438194978,-0.49604796,-0.381311304,-0.285687891,-0.250022512,-0.638220969
三明市,3,2011,福建省,3,-0.806689786,-0.440688323,-0.462086254,-0.360638801,-0.137837145,-0.239580771,-0.583164391
三明市,3,2012,福建省,3,-0.790729574,-0.483075182,-0.425134856,-0.295722789,-0.238164437,-0.21255928,-0.463380314
三明市,3,2013,福建省,3,-0.769972752,-0.552888833,-0.392561107,-0.253954236,-0.185360599,-0.187042611,-0.329703824
三明市,3,2014,福建省,3,-0.761222934,-0.171407098,-0.37827934,-0.226018328,-0.185360599,-0.170358977,-0.265492477
三明市,3,2015,福建省,3,-0.750053138,-0.171407098,-0.348981897,-0.314233403,-0.132556761,-0.155447293,-0.025346036
三明市,3,2016,福建省,3,-0.74144203,-0.091620068,-0.322236979,-0.363217794,-0.185360599,-0.156322879,0.049178499
三明市,3,2017,福建省,3,-0.73014591,0.04551389,-0.283193884,-0.35404625,-0.185360599,-0.151122786,0.240510781
三明市,3,2018,福建省,3,-0.723492828,0.496809276,-0.242477623,-0.330828106,-0.185360599,-0.185273629,0.235909096
三明市,3,2019,福建省,3,-0.718566179,1.79334851,-0.097848435,-0.303966131,-0.238164437,-0.192456407,0.354994923
三门峡市,4,2009,河南省,4,-0.638415867,0.439462349,-0.550639436,-0.510773221,-0.132556761,-0.252055654,-0.657979301
三门峡市,4,2010,河南省,4,-0.618795964,0.314795115,-0.527819547,-0.472681851,-0.164239064,-0.239429399,-0.649592914
三门峡市,4,2011,河南省,4,-0.608220636,0.362168664,-0.500704089,-0.458939789,-0.248725204,-0.230587459,-0.554307889
三门峡市,4,2012,河南省,4,-0.590541421,0.292355013,-0.472756373,-0.438241702,-0.380734799,-0.221344827,-0.50815754
三门峡市,4,2013,河南省,4,-0.574409061,0.070447336,-0.447432097,-0.398546539,-0.296248658,-0.211618396,-0.484949175
三门峡市,4,2014,河南省,4,-0.565013998,0.140260987,-0.418252153,-0.375521692,-0.259285972,-0.202601338,-0.479380398
三门峡市,4,2015,河南省,4,-0.552722145,0.035540511,-0.38418367,-0.358766477,-0.386015183,-0.231581769,-0.444277784
三门峡市,4,2016,河南省,4,-0.540352269,0.369648698,-0.351445614,-0.343777083,-0.364893648,-0.226052217,-0.39629722
三门峡市,4,2017,河南省,4,-0.532366589,0.140260987,-0.312446368,-0.323105338,-0.317370194,-0.202441062,-0.287554111
三门峡市,4,2018,河南省,4,-0.522115741,0.54667617,-0.282963839,-0.297800159,-0.290968275,-0.176019125,-0.168525498
三门峡市,4,2019,河南省,4,-0.517753836,0.693783506,-0.306571839,-0.272494981,-0.254005588,-0.134813131,-0.094125848
上饶市,5,2009,江西省,5,-0.131089914,0.090394094,-0.473291073,-0.389371015,0.068097823,-0.262209489,-0.278650958
上饶市,5,2010,江西省,5,-0.110364054,-0.124033549,-0.433253484,-0.386344407,0.073378207,-0.253438784,-0.196825861
上饶市,5,2011,江西省,5,-0.084689253,0.057980613,-0.395741653,-0.370616885,-0.217042902,-0.246089793,-0.037438379
上饶市,5,2012,江西省,5,-0.060807762,-0.121540204,-0.361939299,-0.383160129,-0.232884053,-0.243641119,0.116805429
上饶市,5,2013,江西省,5,-0.008228354,-0.079153344,-0.316911348,-0.358701097,-0.227603669,-0.204925353,0.250154018
上饶市,5,2014,江西省,5,0.011732129,-0.186367166,-0.272274864,-0.323198196,-0.232884053,-0.162912039,0.24168335
上饶市,5,2015,江西省,5,0.031911822,0.3920888,-0.204083917,-0.315805359,-0.232884053,-0.131141604,0.513478679
上饶市,5,2016,江西省,5,0.058375531,1.130118825,-0.144407946,-0.333797293,-0.248725204,-0.146804215,0.719289659
上饶市,5,2017,江西省,5,0.088230182,0.581582996,-0.076953496,-0.287171878,-0.217042902,-0.111620476,1.140022708
上饶市,5,2018,江西省,5,0.114975025,2.110003284,-0.066858526,-0.219178092,-0.238164437,-0.01273559,1.527714059
上饶市,5,2019,江西省,5,0.138790877,2.274564033,-0.002414473,-0.174531693,-0.264566356,0.121757471,2.143498266
东莞市,6,2009,广东省,6,0.211703548,0.013100409,0.031547159,-0.034811222,1.689175646,0.05904173,-0.961735424
东莞市,6,2010,广东省,6,0.232090066,-0.056713242,0.141716026,0.005597243,1.7366991,-0.050750887,-0.858951744
东莞市,6,2011,广东省,6,0.251811524,-0.036766485,0.258736095,0.147296351,2.676607415,0.250626002,-0.690603894
东莞市,6,2012,广东省,6,0.270651188,0.107847507,0.324006194,0.154048467,2.333382469,0.262623022,-0.749621735
东莞市,6,2013,广东省,6,0.300754772,0.165194434,0.421673607,0.382097337,1.826465625,0.21779299,-0.712037411
东莞市,6,2014,广东省,6,0.313954427,0.501795966,0.758591656,0.553418202,1.567726819,0.130899188,-0.914434654
东莞市,6,2015,广东省,6,0.328920145,-0.024299761,0.937843549,0.529069463,0.020574369,0.627481419,-0.540374872
东莞市,6,2016,广东省,6,0.347419228,-0.26864754,1.149385906,0.657070853,0.712304645,0.541510692,-0.594125999
东莞市,6,2017,广东省,6,0.368110411,0.322275149,1.30992662,0.769628793,0.9552023,0.720207518,-0.464673462
东莞市,6,2018,广东省,6,0.387445465,1.077758587,1.470926019,0.835257349,0.110340893,0.880086653,-0.219108968
东莞市,6,2019,广东省,6,0.395582238,1.232345957,1.673658282,0.948502438,-0.095594074,0.465097216,0.237693172
中卫市,7,2009,宁夏回族自治区,7,-0.920385401,-0.65760931,-0.6572987,-0.531533087,-0.132556761,-0.279041528,-0.697802947
中卫市,7,2010,宁夏回族自治区,7,-0.918194541,-0.65760931,-0.65342876,-0.531487984,-0.475781707,-0.279373954,-0.622533406
中卫市,7,2011,宁夏回族自治区,7,-0.916695988,-0.642649242,-0.649238932,-0.524110118,-0.190640983,-0.277233961,-0.529327137
中卫市,7,2012,宁夏回族自治区,7,-0.913745943,-0.665089344,-0.645113954,-0.474617281,-0.164239064,-0.276524587,-0.399939195
中卫市,7,2013,宁夏回族自治区,7,-0.904149009,-0.680049412,-0.640335889,-0.445294944,-0.153678296,-0.274087786,-0.354378822
中卫市,7,2014,宁夏回族自治区,7,-0.901607661,-0.642649242,-0.635718582,-0.469191331,-0.195921366,-0.247594614,-0.396155109
中卫市,7,2015,宁夏回族自治区,7,-0.899470055,-0.617715795,-0.632837368,-0.451761094,-0.20120175,-0.256169426,-0.330141845
中卫市,7,2016,宁夏回族自治区,7,-0.898295982,-0.590289004,-0.628950791,-0.448041651,-0.185360599,-0.249604011,-0.192515781
中卫市,7,2017,宁夏回族自治区,7,-0.896507625,-0.632675863,-0.623613624,-0.450668779,-0.222323285,-0.244332684,-0.113331116
中卫市,7,2018,宁夏回族自治区,7,-0.894420797,-0.288594297,-0.622757852,-0.493785482,-0.190640983,-0.236084361,-0.068791972
中卫市,7,2019,宁夏回族自治区,7,-0.893391625,-0.288594297,-0.621779848,-0.49867437,-0.217042902,-0.219561005,-0.001623365
中山市,8,2009,广东省,6,-0.454168112,-1.011664254,-0.271120204,-0.19645058,0.580295051,-0.145700085,-0.888559404
中山市,8,2010,广东省,6,-0.437156435,-1.016650944,-0.198396766,-0.102788521,0.64894004,-0.088095395,-0.889795338
中山市,8,2011,广东省,6,-0.422269979,1.037865072,-0.118560727,0.02715152,-0.085033307,-0.038617335,-0.872839851
中山市,8,2012,广东省,6,-0.40936632,0.314795115,-0.079181402,0.095462919,-0.11671561,0.037564631,-0.847411234
中山市,8,2013,广东省,6,-0.387694266,0.289861668,-0.019121875,0.195350645,-0.085033307,0.025718983,-0.85979395
中山市,8,2014,广东省,6,-0.375698408,0.469382485,0.048349878,0.253226112,3.516188437,0.094281862,-0.870161276
中山市,8,2015,广东省,6,-0.360653428,-1.016650944,0.12594825,0.350550953,0.316275861,0.203742053,-0.519292018
中山市,8,2016,广东省,6,-0.34630447,-0.994210842,0.214023152,0.469129702,0.379640467,0.539896052,-0.487368136
中山市,8,2017,广东省,6,-0.324187804,-0.926890535,0.290959712,0.621473389,0.358518931,1.021180746,-0.052652854
中山市,8,2018,广东省,6,-0.306129616,-0.704982859,0.424726448,0.760283091,0.38492085,0.93067181,-0.17499185
中山市,8,2019,广东省,6,-0.297132104,-0.739889684,0.458122767,0.436581775,0.337397396,0.701508551,-0.140034424
临汾市,9,2009,山西省,8,0.292366589,0.20010126,-0.476104997,-0.487230453,-0.058631388,-0.265100409,-0.510340264
临汾市,9,2010,山西省,8,0.316763285,0.451929072,-0.451005367,-0.501552973,0.337397396,-0.256822406,-0.410858354
临汾市,9,2011,山西省,8,0.328319484,0.511769345,-0.41093014,-0.490147715,-0.39657595,-0.253400198,-0.32660753
临汾市,9,2012,山西省,8,0.345287814,0.606516442,-0.368388607,-0.455700744,-0.401856334,-0.244412822,-0.241168757
临汾市,9,2013,山西省,8,0.360835616,0.449435728,-0.326031347,-0.436720723,-0.401856334,-0.237479364,-0.024578884
临汾市,9,2014,山西省,8,0.371330443,0.419515591,-0.27463491,-0.401432723,-0.364893648,-0.246371761,0.084328483
临汾市,9,2015,山西省,8,0.385044064,0.840890842,-0.25468958,-0.347614589,-0.35433288,-0.260956956,0.29673193
临汾市,9,2016,山西省,8,0.401590075,1.237332646,-0.226989286,-0.376166014,-0.338491729,-0.259894379,0.454401163
临汾市,9,2017,山西省,8,0.408109401,1.444280254,-0.194721451,-0.365535459,-0.333211345,-0.234460816,0.529917399
临汾市,9,2018,山西省,8,0.416970682,2.122470007,-0.169594683,-0.343413989,-0.412417102,-0.254480583,0.669298625
临汾市,9,2019,山西省,8,0.420838435,2.224697139,-0.132715974,-0.354880268,-0.359613264,-0.263269098,0.750734917
临沂市,10,2009,山东省,9,2.65490408,-0.301061021,0.042737264,-0.283597028,0.115621277,-0.22258252,-0.340051463
临沂市,10,2010,山东省,9,2.71162866,-0.335967846,0.179201903,-0.261144301,0.696463494,-0.190156137,-0.18534072
临沂市,10,2011,山东省,9,2.81525796,-0.143980306,0.332512445,-0.19946506,-0.000547166,-0.197597139,-0.046044391
临沂市,10,2012,山东省,9,2.88524164,0.100367472,0.484675056,-0.118457296,-0.011107934,-0.163692647,0.170998268
临沂市,10,2013,山东省,9,3.055822837,-0.106580136,0.639261972,0.008548617,-0.000547166,-0.146077033,0.235525212
临沂市,10,2014,山东省,9,3.135134702,-0.163927064,0.807505519,0.141916642,0.142023196,-0.151161371,0.325771762
临沂市,10,2015,山东省,9,3.237989955,0.043020545,0.975026841,0.182744296,0.295154326,-0.144254626,0.606512693
临沂市,10,2016,山东省,9,3.306840433,0.130287609,1.162129088,0.148706469,0.506369678,-0.072432784,0.795445086
临沂市,10,2017,山东省,9,3.370283732,-0.011833038,1.01354019,0.211357878,0.448285456,-0.152022117,0.942246221
临沂市,10,2018,山东省,9,3.430573878,0.7436504,1.157798246,0.454001779,0.136742812,-0.158050308,1.083867386
临沂市,10,2019,山东省,9,3.457915665,0.599036408,1.221304595,0.567590255,0.041695904,-0.113849512,1.413037361
丹东市,11,2009,辽宁省,10,-0.25433664,0.2749016,-0.50459355,-0.393451468,-0.204898019,-0.266480571,-0.552576105
丹东市,11,2010,辽宁省,10,-0.197810216,0.197607915,-0.472443953,-0.343048052,-0.14575772,-0.261966106,-0.594798411
丹东市,11,2011,辽宁省,10,-0.180675931,0.065460647,-0.437365965,-0.262919029,-0.364893648,-0.251752908,-0.597371786
丹东市,11,2012,辽宁省,10,-0.163307573,-0.131513583,-0.399686056,-0.18520394,-0.079752923,-0.246080889,-0.505360847
丹东市,11,2013,辽宁省,10,-0.148157323,0.165194434,-0.361887833,-0.075325811,-0.211762518,-0.223600575,-0.388533415
丹东市,11,2014,辽宁省,10,-0.137364023,0.072940681,-0.323870214,-0.293557109,-0.227603669,-0.237604024,-0.438088887
丹东市,11,2015,辽宁省,10,-0.131644751,-0.101593447,-0.303796515,-0.398909823,-0.222323285,-0.244300035,-0.026041826
丹东市,11,2016,辽宁省,10,-0.132381643,1.002958246,-0.276879453,-0.409297241,-0.211762518,-0.254804105,-0.200529357
丹东市,11,2017,辽宁省,10,-0.125010246,0.958078042,-0.254374646,-0.396797963,-0.243444821,-0.260161507,-0.143117799
丹东市,11,2018,辽宁省,10,-0.119508945,1.386933327,-0.233113825,-0.414221188,-0.185360599,-0.259104867,-0.051722058
丹东市,11,2019,辽宁省,10,-0.110928798,0.980518144,-0.44596731,-0.371439722,-0.264566356,-0.276195129,-0.017806163
丽水市,12,2009,浙江省,11,-0.790059559,-0.086633378,-0.505631302,-0.482724368,-0.206482134,-0.225108365,-0.465478141
丽水市,12,2010,浙江省,11,-0.780202546,-0.42323491,-0.480855332,-0.470548577,-0.20120175,-0.215040604,-0.374336478
丽水市,12,2011,浙江省,11,-0.766505025,-0.325994468,-0.444059885,-0.45744553,-0.195921366,-0.199167258,-0.333369792
丽水市,12,2012,浙江省,11,-0.756464717,-0.393314774,-0.403243501,-0.399930694,-0.180080215,-0.182563763,-0.293950331
丽水市,12,2013,浙江省,11,-0.731991236,-0.303554366,-0.366478446,-0.335712825,-0.15895868,-0.174196717,-0.181073088
丽水市,12,2014,浙江省,11,-0.725193253,-0.370874672,-0.325404584,-0.262287404,-0.137837145,-0.150953605,-0.091014174
丽水市,12,2015,浙江省,11,-0.713255603,-0.228754025,-0.293660505,-0.261068688,-0.143117529,-0.125968223,0.207379879
丽水市,12,2016,浙江省,11,-0.700745779,1.411866774,-0.25494277,-0.243370678,-0.04807062,-0.099041711,0.535189651
丽水市,12,2017,浙江省,11,-0.691919176,0.943117974,-0.207379078,-0.200058784,-0.074472539,-0.072011315,0.705168391
丽水市,12,2018,浙江省,11,-0.685937347,2.37429782,-0.172663793,-0.177564365,1.176978419,-0.0110883,0.928323663
丽水市,12,2019,浙江省,11,-0.680957444,3.209568287,-0.131965722,-0.152629672,-0.021668701,0.051568079,1.449139057
乌兰察布市,13,2009,内蒙古自治区,12,-0.547088328,0.596543064,-0.576852981,-0.516236693,-0.217042902,-0.27125326,-0.314478275
乌兰察布市,13,2010,内蒙古自治区,12,-0.525419989,0.282381634,-0.561049045,-0.494605476,-0.106154842,-0.271104855,-0.174815903
乌兰察布市,13,2011,内蒙古自治区,12,-0.525221833,0.297341702,-0.539349875,-0.44718925,-0.217042902,-0.265133058,0.072513595
乌兰察布市,13,2012,内蒙古自治区,12,-0.495291636,0.272408255,-0.520043878,-0.500376138,-0.217042902,-0.270903025,0.2941118
乌兰察布市,13,2013,内蒙古自治区,12,-0.428982507,0.691290161,-0.500570765,-0.502310809,-0.217042902,-0.25732995,0.147709312
乌兰察布市,13,2014,内蒙古自治区,12,-0.401353394,0.511769345,-0.478592524,-0.513319619,-0.217042902,-0.245635675,0.584804797
乌兰察布市,13,2015,内蒙古自治区,12,-0.359081805,0.805984017,-0.462896327,-0.517332419,-0.217042902,-0.263735088,0.689878862
乌兰察布市,13,2016,内蒙古自治区,12,-0.332481863,0.878291012,-0.443157823,-0.519400029,-0.206482134,-0.268207999,0.586514434
乌兰察布市,13,2017,内蒙古自治区,12,-0.310766463,0.920677872,-0.425002493,-0.52146764,-0.211762518,-0.265198356,0.76219422
乌兰察布市,13,2018,内蒙古自治区,12,-0.294720795,2.289524101,-0.407379349,-0.525116019,-0.217042902,-0.265848368,0.938160688
乌兰察布市,13,2019,内蒙古自治区,12,-0.282307572,2.080083148,-0.4973162,-0.528764397,-0.217042902,-0.270101641,1.047267994
乌海市,14,2009,内蒙古自治区,12,-0.843618599,-0.757343097,-0.632597415,-0.517315174,-0.15895868,-0.270092736,-0.724990416
乌海市,14,2010,内蒙古自治区,12,-0.833990704,-0.757343097,-0.624633259,-0.513814042,0.057537055,-0.264637387,-0.745818578
乌海市,14,2011,内蒙古自治区,12,-0.830281474,-0.759836442,-0.6139607,-0.466567235,-0.148397912,-0.254723967,-0.674297442
乌海市,14,2012,内蒙古自治区,12,-0.826148687,-0.739889684,-0.603283851,-0.473171346,-0.148397912,-0.255994309,-0.688694933
乌海市,14,2013,内蒙古自治区,12,-0.820059111,-0.749863063,-0.593548478,-0.470295585,-0.15895868,-0.215806371,-0.792958781
乌海市,14,2014,内蒙古自治区,12,-0.816488591,-0.73240965,-0.583718158,-0.468659955,-0.180080215,-0.24323449,-0.808929951
乌海市,14,2015,内蒙古自治区,12,-0.808428603,-0.575328936,-0.57481689,-0.490859691,-0.174799831,-0.229750457,-0.770814095
乌海市,14,2016,内蒙古自治区,12,-0.802687039,-0.58280897,-0.565297585,-0.519120034,-0.174799831,-0.234472689,-0.611151618
乌海市,14,2017,内蒙古自治区,12,-0.794525496,-0.585302314,-0.557971949,-0.522185301,-0.169519447,-0.265415027,-0.819091185
乌海市,14,2018,内蒙古自治区,12,-0.790395186,-0.350927914,-0.563004978,-0.504805473,-0.174799831,-0.257727674,-0.509797659
乌海市,14,2019,内蒙古自治区,12,-0.788559767,-0.433208289,-0.558072589,-0.515155795,-0.169519447,-0.261313126,-0.582130242
乌鲁木齐市,15,2009,新疆维吾尔自治区,13,-0.574027611,-0.727422961,-0.327573407,-0.362112214,0.400762002,-0.210276819,-0.804477759
乌鲁木齐市,15,2010,新疆维吾尔自治区,13,-0.555064099,-0.712462893,-0.260838078,-0.285009041,1.240343024,-0.22388848,-0.858160598
乌鲁木齐市,15,2011,新疆维吾尔自治区,13,-0.541869399,-0.605249072,-0.163702259,-0.190378224,0.337397396,-0.199820238,-0.87489769
乌鲁木齐市,15,2012,新疆维吾尔自治区,13,-0.531582635,-0.665089344,-0.060679193,-0.151181653,0.543332364,-0.150226423,-0.66143118
乌鲁木齐市,15,2013,新疆维吾尔自治区,13,-0.509321068,-0.722436272,0.039664235,-0.046616907,0.395481618,-0.085005613,-0.614045512
乌鲁木齐市,15,2014,新疆维吾尔自治区,13,-0.501849355,-0.687529446,0.113546992,0.120157508,0.184266266,-0.036364555,-0.534787639
乌鲁木齐市,15,2015,新疆维吾尔自治区,13,-0.491208388,-0.54042211,0.173838559,0.174979647,-0.079752923,-0.026148389,-0.449800422
乌鲁木齐市,15,2016,新疆维吾尔自治区,13,-0.48221459,-0.066686621,0.23683572,0.125956975,-0.343772113,-0.006698495,-0.635013324
乌鲁木齐市,15,2017,新疆维吾尔自治区,13,-0.475983828,0.202594604,0.296307971,0.251482274,-0.269846739,0.009186722,-0.574024386
乌鲁木齐市,15,2018,新疆维吾尔自治区,13,-0.46316067,0.561636238,0.3235745,0.161690021,-0.174799831,0.015906478,0.310061437
乌鲁木齐市,15,2019,新疆维吾尔自治区,13,-0.456806061,0.638929923,0.349599706,0.071897768,0.057537055,0.011573067,-0.020279261
乐山市,16,2009,四川省,14,-0.794615905,-0.111566825,-0.505356668,-0.483454536,-0.058631388,-0.262271819,-0.536030955
乐山市,16,2010,四川省,14,-0.785686508,-0.889490365,-0.493663512,-0.449595414,-0.940455481,-0.255955724,-0.482115571
乐山市,16,2011,四川省,14,-0.778072371,0.085407404,-0.460761815,-0.432992373,-0.195921366,-0.251497653,-0.413404661
乐山市,16,2012,四川省,14,-0.771930779,0.097874128,-0.426168023,-0.418014539,-0.180080215,-0.244988631,-0.32481238
乐山市,16,2013,四川省,14,-0.754628061,-0.283607608,-0.389581546,-0.352183211,-0.232884053,-0.24059289,-0.200095642
乐山市,16,2014,四川省,14,-0.749802967,-0.186367166,-0.317246765,-0.322084846,-0.254005588,-0.233157825,-0.089116286
乐山市,16,2015,四川省,14,-0.744312812,-0.667582689,-0.269457983,-0.271317766,-0.20120175,-0.232837271,-0.027606891
乐山市,16,2016,四川省,14,-0.737298096,-0.685036101,-0.216030558,-0.159215022,-0.227603669,-0.250562704,0.07889751
乐山市,16,2017,四川省,14,-0.731202328,-0.727422961,-0.156142733,-0.193069027,-0.232884053,-0.229732649,0.19495533
乐山市,16,2018,四川省,14,-0.727013809,-0.580315625,-0.184230132,-0.191632947,-0.248725204,-0.257760323,0.257356148
乐山市,16,2019,四川省,14,-0.723170825,-0.944343948,-0.110846359,-0.139918525,-0.238164437,-0.257846397,0.30316137
九江市,17,2009,江西省,5,-0.478692371,-0.253687472,-0.499801509,-0.468136728,-0.00582755,-0.269787023,-0.412097979
九江市,17,2010,江西省,5,-0.44965759,-0.303554366,-0.467577893,-0.473704617,-0.491622859,-0.264494919,-0.342362149
九江市,17,2011,江西省,5,-0.41761084,-0.228754025,-0.433819907,-0.445775722,-0.195921366,-0.252661144,-0.165592847
九江市,17,2012,江西省,5,-0.388245387,-0.236234059,-0.39468608,-0.450860749,-0.306809426,-0.238432121,0.03096124
九江市,17,2013,江西省,5,-0.325088174,-0.26864754,-0.355512841,-0.418314338,-0.275127123,-0.174303568,0.067301633
九江市,17,2014,江西省,5,-0.303869402,-0.186367166,-0.298880246,-0.316188352,-0.269846739,-0.146715172,0.115394779
九江市,17,2015,江西省,5,-0.275895993,-0.009339693,-0.247685089,-0.309125445,-0.269846739,-0.133890055,0.274104928
九江市,17,2016,江西省,5,-0.235256712,0.197607915,-0.191983913,-0.3262953,-0.248725204,-0.11301251,0.331184894
九江市,17,2017,江西省,5,-0.196798383,0.239994774,-0.131033491,-0.273963656,-0.232884053,-0.062439225,0.685169517
九江市,17,2018,江西省,5,-0.164782596,2.047669667,-0.121497179,-0.289075281,-0.248725204,0.057050141,0.844534238
九江市,17,2019,江西省,5,-0.138983947,2.100029905,0.180641253,-0.274049313,-0.248725204,0.234387582,1.333921598
亳州市,18,2009,安徽省,15,0.444394208,-0.757343097,-0.536543494,-0.519982857,-0.343772113,-0.282312363,-0.54339119
亳州市,18,2010,安徽省,15,0.471915574,-0.804716646,-0.512925733,-0.478533621,-1.347045032,-0.277147886,-0.437203616
亳州市,18,2011,安徽省,15,0.497139571,-0.739889684,-0.483469307,-0.407035482,-0.079752923,-0.261977978,-0.286285572
亳州市,18,2012,安徽省,15,0.548502797,-0.764823131,-0.453080205,-0.379052576,-0.39657595,-0.259843922,-0.132474249
亳州市,18,2013,安徽省,15,0.634376097,-0.744876374,-0.422462464,-0.278494756,-0.079752923,-0.242789277,-0.055734998
亳州市,18,2014,安徽省,15,0.651349382,-0.747369718,-0.390434138,-0.164817781,-0.079752923,-0.244899589,0.03328546
亳州市,18,2015,安徽省,15,0.678348112,-0.734902995,-0.354961577,-0.17216362,0.025854753,-0.203031711,0.271551239
亳州市,18,2016,安徽省,15,0.696216813,-0.697502825,-0.313730507,-0.122402631,-0.026949085,-0.208359433,0.248810425
亳州市,18,2017,安徽省,15,0.711981345,-0.749863063,-0.28677514,0.048477253,-0.026949085,-0.128440642,0.488248772
亳州市,18,2018,安徽省,15,0.733576614,-0.565355557,-0.241332058,0.093918821,-0.132556761,-0.132851224,0.495214665
亳州市,18,2019,安徽省,15,0.749860069,-0.448168357,0.037323489,0.225954425,-0.185360599,-0.115968728,0.591650112
伊春市,19,2009,黑龙江省,1,-0.627597798,0.509276,-0.642403333,-0.545488912,-0.20120175,-0.277507025,-0.650113987
伊春市,19,2010,黑龙江省,1,-0.622505193,0.888264391,-0.635866917,-0.540071491,-0.20120175,-0.277507025,-0.588776847
伊春市,19,2011,黑龙江省,1,-0.616979123,0.928157906,-0.628691908,-0.527478975,-0.222323285,-0.260618593,-0.505950207
伊春市,19,2012,黑龙江省,1,-0.611360167,0.758610468,-0.62106376,-0.530251454,-0.301529042,-0.274782319,-0.429769557
伊春市,19,2013,黑龙江省,1,-0.601302521,0.845877531,-0.613569971,-0.542417391,-0.232884053,-0.271511484,-0.408607958
伊春市,19,2014,黑龙江省,1,-0.596315187,0.788530604,-0.605215013,-0.544692606,-0.20120175,-0.275280958,-0.386523561
伊春市,19,2015,黑龙江省,1,-0.592181161,0.878291012,-0.598034014,-0.541954427,-0.275127123,-0.27568165,-0.130301368
伊春市,19,2016,黑龙江省,1,-0.582374925,0.7436504,-0.589490495,-0.546878184,-0.375454415,-0.279890402,-0.235138581
伊春市,19,2017,黑龙江省,1,-0.571335169,0.309808426,-0.580639288,-0.545618156,-0.275127123,-0.279923051,-0.117641197
伊春市,19,2018,黑龙江省,1,-0.56057407,0.569116272,-0.572898077,-0.539897145,-0.280407507,-0.282184735,-0.075776936
伊春市,19,2019,黑龙江省,1,-0.529648139,1.027891693,-0.595353266,-0.542970182,-0.275127123,-0.281341798,0.028351568
佛山市,20,2009,广东省,6,0.297101274,-0.680049412,0.364083122,0.117909203,1.404034922,-0.0381276,-0.854040614
佛山市,20,2010,广东省,6,0.332558781,-0.809703335,0.569911485,0.35909542,1.525483749,0.048786979,-0.577161284
佛山市,20,2011,广东省,6,0.365351091,1.160038961,0.750550522,0.570205444,2.005998674,0.095112927,-0.640783886
佛山市,20,2012,广东省,6,0.387675821,0.441955693,0.815689146,0.648930982,1.657493344,0.211895396,-0.622799787
