name,name_code,year,Province,Agglomeration,AREA,GD_IN_ALL,ZTKN_IN_ALL,GDZTKN_IN_ALL,GDZTKN_IN_M,RS,FAI,POP_diff,RP,FD
宜昌市,78,2017,湖北省,长江中游,-0.560564162,0.583037355,-0.556009267,-0.047670224,0.068516462,0.30607832,-0.153678296,-0.186063162,0.138524211,0.619119341
宜昌市,78,2018,湖北省,长江中游,-0.551366016,1.441905723,-0.339298444,0.569310017,0.486296071,0.419715085,-0.185360599,-0.123732208,0.132769085,0.708916181
宜昌市,78,2019,湖北省,长江中游,-0.54416553,1.700423876,-0.356594613,0.700266435,0.578349205,0.553546302,-0.174799831,-0.061401255,0.203724244,1.261748967
宜春市,79,2009,江西省,长江中游,-0.323422427,-0.457161282,0.089036094,-0.192802338,0.086218988,-0.510452625,0.020574369,-0.479691696,-0.263010874,-0.370597301
宜春市,79,2010,江西省,长江中游,-0.292077892,-0.47553935,-0.060524897,-0.302157698,0.004787369,-0.480565761,-0.50746401,-0.466623898,-0.254302498,-0.281746022
宜春市,79,2011,江西省,长江中游,-0.26322269,-0.452260464,0.055461177,-0.212378298,0.050813936,-0.44859282,-0.333211345,-0.426894055,-0.24328198,-0.173709776
宜春市,79,2012,江西省,长江中游,-0.233609541,-0.451035259,-0.106308874,-0.319033525,-0.005834147,-0.415612963,-0.422977869,-0.407564205,-0.229836532,-0.087882198
宜春市,79,2013,江西省,长江中游,-0.182619096,-0.451035259,0.005607514,-0.244779886,0.008327874,-0.378288066,-0.422977869,-0.369610795,-0.17896347,-0.034674907
宜春市,79,2014,江西省,长江中游,-0.152535328,-0.451035259,0.013746888,-0.239379621,0.022489895,-0.339470061,-0.412417102,-0.351166509,-0.108331832,0.03247955
宜春市,79,2015,江西省,长江中游,-0.125842501,0.00964164,0.204004746,0.140664007,0.36237839,-0.28524602,-0.39657595,-0.278486417,-0.042360096,0.229837702
宜春市,79,2016,江西省,长江中游,-0.079149559,0.645522785,0.441064003,0.648288888,0.751833958,-0.236747065,-0.391295567,-0.216220085,0.005556748,0.391837933
宜春市,79,2017,江西省,长江中游,-0.041150705,0.68472933,0.454290486,0.678665377,0.900535175,-0.184059909,-0.386015183,-0.172480096,0.199951802,0.606990087
宜春市,79,2018,江西省,长江中游,-0.016056748,1.231170545,0.986402037,1.332772438,1.605095703,-0.177752503,-0.401856334,-0.196409647,0.35744756,0.835828563
宜春市,79,2019,江西省,长江中游,0.005157071,1.184612774,0.994541411,1.312521445,1.456394486,-0.022633475,-0.449379788,-0.150080431,0.460885496,1.374682193
宝鸡市,80,2009,陕西省,关中平原,-0.501462951,-0.477989759,0.470569233,0.048859507,0.054354441,-0.485313952,-0.454660172,-0.450156164,-0.260956956,-0.486241707
宝鸡市,80,2010,陕西省,关中平原,-0.476210469,-0.477989759,0.350513472,-0.030794397,-0.066022734,-0.45243577,-0.143117529,-0.438460772,-0.249930501,-0.349576582
宝鸡市,80,2011,陕西省,关中平原,-0.447396137,-0.477989759,0.536701644,0.092736658,0.160569596,-0.415300321,-0.232884053,-0.421203933,-0.249633692,-0.238775019
宝鸡市,80,2012,陕西省,关中平原,-0.423617438,-0.477989759,0.240631928,-0.103697971,-0.005834147,-0.374515882,-0.238164437,-0.417209895,-0.237894896,-0.076426586
宝鸡市,80,2013,陕西省,关中平原,-0.369846619,-0.413053919,0.324060507,-0.012568504,0.03311141,-0.330106263,-0.238164437,-0.406982988,-0.229236978,-0.016880904
宝鸡市,80,2014,陕西省,关中平原,-0.355851865,-0.290533467,0.418680726,0.117712882,0.404864452,-0.278584859,-0.238164437,-0.384492928,-0.215948839,0.039584478
宝鸡市,80,2015,陕西省,关中平原,-0.337440712,-0.164337402,0.550945548,0.274995591,0.610213752,-0.218505996,-0.343772113,-0.347283142,-0.22833171,0.175264055
宝鸡市,80,2016,陕西省,关中平原,-0.31631111,-0.160661788,1.168520522,0.686765774,0.773076989,-0.158427133,-0.502183626,-0.310073357,-0.185611991,0.349200368
宝鸡市,80,2017,陕西省,关中平原,-0.302078568,0.194647522,0.896868927,0.702291535,1.059857908,-0.085429356,-0.502183626,-0.247184875,-0.160727525,0.445301762
宝鸡市,80,2018,陕西省,关中平原,-0.293893495,0.35392411,1.231600668,1.012131721,1.389124888,-0.038311112,-0.449379788,-0.178512277,-0.038917112,0.562367276
宝鸡市,80,2019,陕西省,关中平原,-0.288311693,0.712909034,1.531740071,1.409051176,1.704229847,-0.008944899,-0.554987464,-0.044561899,-0.045013569,0.683670278
宣城市,81,2009,安徽省,长三角,-0.699707938,-0.480440168,0.119558745,-0.185376974,0.195974648,-0.554057938,-0.185360599,-0.394523127,-0.254474647,-0.614544438
宣城市,81,2010,安徽省,长三角,-0.679518337,-0.480440168,-0.132761838,-0.35278518,-0.087265765,-0.533674407,-0.433538637,-0.405241803,-0.219178121,-0.594675986
宣城市,81,2011,安徽省,长三角,-0.655120402,-0.480440168,0.001537827,-0.263680812,-0.016455662,-0.508377195,-0.20120175,0.546729382,-0.16149626,-0.475472042
宣城市,81,2012,安徽省,长三角,-0.631041993,-0.480440168,-0.033054511,-0.286631937,-0.087265765,-0.481071105,-0.185360599,-0.260153561,-0.126015713,-0.365235846
宣城市,81,2013,安徽省,长三角,-0.586491612,-0.480440168,-0.099186922,-0.330509088,-0.1793189,-0.453169383,-0.238164437,-0.202627165,-0.085349912,-0.329735199
宣城市,81,2014,安徽省,长三角,-0.570188342,-0.480440168,-0.215172996,-0.40746286,-0.28907456,-0.400062808,-0.185360599,-0.178628444,-0.05950972,-0.300420989
宣城市,81,2015,安徽省,长三角,-0.550465646,0.118684842,-0.137848946,-0.026069166,-0.044779703,-0.365224404,0.194827034,-0.210701846,-0.059423646,-0.242766427
宣城市,81,2016,安徽省,长三角,-0.530397416,0.135837705,0.002555249,0.076535863,0.036651915,-0.325781411,-0.137837145,-0.221486849,-0.019660144,-0.219386422
宣城市,81,2017,安徽省,长三角,-0.518857316,0.241205294,-0.123605043,0.050884606,0.050813936,-0.284613416,-0.11671561,-0.20926425,0.044895813,-0.127680622
宣城市,81,2018,安徽省,长三角,-0.506432947,0.280411839,0.438011738,0.445103929,0.334054349,-0.292215831,-0.00582755,-0.186051034,0.126197734,-0.091176586
宣城市,81,2019,安徽省,长三角,-0.495027841,0.650423603,0.443098847,0.652339086,0.751833958,-0.224185863,-0.11671561,-0.131765767,0.178213511,0.058185006
宿州市,82,2009,安徽省,中原,0.779473216,-0.465737714,-0.170406441,-0.369661007,-0.497964364,-0.553672164,-0.343772113,-0.492172971,-0.272796666,-0.456175724
宿州市,82,2010,安徽省,中原,0.815081817,-0.465737714,-0.247730491,-0.420963521,-0.547531437,-0.534194836,-1.758914968,-0.471659653,-0.268142701,-0.394201854
宿州市,82,2011,安徽省,中原,0.850713949,-0.330965217,-0.119535356,-0.261655713,-0.416532746,-0.508138351,-0.164239064,-0.430722464,-0.257125151,-0.205012924
宿州市,82,2012,安徽省,中原,0.906263217,-0.304010717,-0.176510971,-0.284606838,-0.451937797,-0.508473916,-0.121995993,-0.364926195,-0.253251794,-0.065255811
宿州市,82,2013,安徽省,中原,0.988350501,-0.261128559,-0.052385523,-0.178626643,-0.448397292,-0.453094329,0.094499742,-0.290948363,-0.24718205,0.031995389
宿州市,82,2014,安徽省,中原,1.020381151,-0.224372423,-0.032037089,-0.144874989,-0.409451735,-0.423097434,0.10506051,-0.215468692,-0.221101443,0.11829544
宿州市,82,2015,安徽省,中原,1.063186522,0.016992867,-0.177528393,-0.108423202,-0.391749209,-0.363746676,0.10506051,-0.144451141,-0.221021305,0.353594116
宿州市,82,2016,安徽省,中原,1.090148099,0.82317744,-0.127674729,0.36882519,0.210136668,-0.324981616,0.120901661,-0.114178618,-0.102270993,0.397484225
宿州市,82,2017,安徽省,中原,1.111234354,0.842780713,-0.22331237,0.316172609,0.082678482,-0.283014788,0.120901661,-0.073288617,-0.170652818,0.576356276
宿州市,82,2018,安徽省,中原,1.132666144,1.933212735,0.559084921,1.4360525,1.144830032,-0.267732833,-0.058631388,0.002304947,-0.151342424,0.8238568
宿州市,82,2019,安徽省,中原,1.144441553,2.226036615,0.549928126,1.59131011,1.229802155,0.097255533,-0.085033307,0.10147956,-0.183961733,1.037138135
宿迁市,83,2009,江苏省,,0.453837571,-0.480440168,-1.044371685,-0.957614825,-1.046742665,-0.497704192,-0.296248658,-0.338597871,-0.216527617,-0.51750179
宿迁市,83,2010,江苏省,,0.477567968,-0.480440168,-1.023005829,-0.94343913,-1.036121149,-0.463659149,-0.195921366,-0.281237483,-0.192937237,-0.444923743
宿迁市,83,2011,江苏省,,0.521944964,-0.480440168,-1.026058095,-0.94546423,-1.032580644,-0.428992151,0.041695904,-0.201071127,-0.150689445,-0.312817239
宿迁市,83,2012,江苏省,,0.574997468,-0.480440168,-1.024023251,-0.944114163,-1.021959128,-0.390565465,-0.016388318,-0.146657754,-0.074789448,-0.226599625
宿迁市,83,2013,江苏省,,0.671869655,-0.480440168,-1.021988408,-0.942764097,-1.011337613,-0.350485727,0.136742812,0.017876126,-0.013913922,-0.154186451
宿迁市,83,2014,江苏省,,0.700213367,-0.480440168,-1.013849034,-0.937363833,-1.011337613,-0.260000423,0.046976288,0.15370546,0.003832288,-0.096080949
宿迁市,83,2015,江苏省,,0.735459094,-0.480440168,-0.975187009,-0.911712575,-0.951149025,-0.214268362,-0.074472539,0.126010795,-0.031250536,0.11688602
宿迁市,83,2016,江苏省,,0.753264633,-0.480440168,-0.952803732,-0.896861847,-0.922824984,-0.155929326,-0.106154842,0.026009365,-0.031547345,0.217655541
宿迁市,83,2017,江苏省,,0.769889906,-0.480440168,-0.983326383,-0.91711284,-0.965311046,-0.099844077,-0.04807062,-0.10049284,-0.065241102,0.445581677
宿迁市,83,2018,江苏省,,0.786957314,-0.480440168,-0.882601634,-0.850284564,-0.862636396,-0.061074358,-0.180080215,-0.08147018,0.060941307,0.468978293
宿迁市,83,2019,江苏省,,0.797184631,-0.480440168,-0.854113827,-0.831383638,-0.855555386,0.298767547,-0.148397912,0.056433682,0.152771043,0.873764781
岳阳市,84,2009,湖南省,长江中游,-0.61266428,-0.47553935,-0.173458706,-0.377086371,-0.650206086,-0.358821829,-0.381262837,-0.463705877,-0.241118242,-0.98801486
岳阳市,84,2010,湖南省,长江中游,-0.592629488,-0.192517106,-0.15209285,-0.206978033,-0.51566689,-0.30256828,-0.304169234,-0.4276445,-0.234398486,-0.911367889
岳阳市,84,2011,湖南省,长江中游,-0.580078794,-0.083473904,-0.078838488,-0.098297706,-0.363425168,-0.235404362,-0.486342475,-0.370735706,-0.215058412,-0.116394805
岳阳市,84,2012,湖南省,长江中游,-0.570301043,-0.137382903,-0.116483091,-0.152975386,-0.384668199,-0.169341716,-0.401856334,-0.367581181,-0.200663176,-0.041627881
岳阳市,84,2013,湖南省,长江中游,-0.561658973,0.182395477,-0.073751379,0.051559639,-0.320939106,-0.619806982,-0.359613264,-0.352728611,-0.191373054,0.140774794
岳阳市,84,2014,湖南省,长江中游,-0.54934235,0.255907748,-0.018810607,0.128513411,-0.243047993,-0.007986935,-0.364893648,-0.311269521,-0.18273888,0.266509072
岳阳市,84,2015,湖南省,长江中游,-0.532831017,0.480120175,-0.049333258,0.231793473,-0.253669508,0.077076314,-0.417697486,-0.273993787,-0.179055481,-0.480369022
岳阳市,84,2016,湖南省,长江中游,-0.515214965,0.661450444,-0.222294948,0.216942745,-0.257210013,0.167466894,-0.327930961,-0.309050401,-0.125472552,-0.312761256
岳阳市,84,2017,湖南省,长江中游,-0.4971221,0.752115578,-0.189737453,0.288496253,-0.221804962,0.251564783,-0.333211345,-0.269146022,-0.125757489,0.122222867
岳阳市,84,2018,湖南省,长江中游,-0.478252713,1.348790179,0.30778176,0.947328545,0.13578606,0.298337406,-0.248725204,-0.181677982,-0.040671253,1.456566348
岳阳市,84,2019,湖南省,长江中游,-0.469687427,1.361042224,0.2955727,0.945978479,0.125164544,0.514128451,-0.718679362,-0.171789534,0.057121375,1.42197435
巴彦淖尔市,85,2009,内蒙古自治区,,-0.002889293,-0.480440168,-0.836817658,-0.819908076,-0.805988314,-0.597196581,-0.211762518,-0.464449311,-0.276634407,-0.465281278
巴彦淖尔市,85,2010,内蒙古自治区,,0.017388239,-0.480440168,-0.831730549,-0.81653291,-0.820150334,-0.585762752,-0.523305161,-0.45448525,-0.262393511,-0.405174535
巴彦淖尔市,85,2011,内蒙古自治区,,0.034820997,-0.480440168,-0.832747971,-0.817207943,-0.809528819,-0.56553288,-0.217042902,-0.429285058,-0.268519649,-0.240980506
巴彦淖尔市,85,2012,内蒙古自治区,,0.058737165,-0.480440168,-0.873444839,-0.844209267,-0.805988314,-0.549696408,-0.153678296,-0.435127542,-0.266572582,-0.110200986
巴彦淖尔市,85,2013,内蒙古自治区,,0.115533576,-0.480440168,-0.831730549,-0.81653291,-0.784745283,-0.533843151,-0.174799831,-0.450532524,-0.260075433,-0.103052994
巴彦淖尔市,85,2014,内蒙古自治区,,0.135951056,-0.480440168,-0.788998837,-0.78818152,-0.752880736,-0.517856939,-0.180080215,-0.477799852,-0.269831545,-0.118891896
巴彦淖尔市,85,2015,内蒙古自治区,,0.156104741,-0.480440168,-0.67097792,-0.709877682,-0.7280972,-0.504253031,-0.15895868,-0.512175379,-0.267207753,0.077613591
巴彦淖尔市,85,2016,内蒙古自治区,,0.180184389,-0.480440168,-0.665890811,-0.706502517,-0.667908612,-0.487102621,-0.153678296,-0.504928841,-0.262212458,0.091129503
巴彦淖尔市,85,2017,内蒙古自治区,,0.198157121,-0.480440168,-0.664873389,-0.705827484,-0.664368107,-0.471973438,-0.174799831,-0.498717577,-0.264818441,0.234256673
巴彦淖尔市,85,2018,内蒙古自治区,,0.217935548,-0.480440168,-0.363716565,-0.50601769,-0.543990931,-0.647332764,-0.15895868,-0.505922866,-0.267317572,0.369476696
巴彦淖尔市,85,2019,内蒙古自治区,,0.238218035,-0.480440168,-0.487842013,-0.588371727,-0.62542255,-0.500780474,-0.164239064,-0.513128155,-0.268908469,0.606512693
常州市,86,2009,江苏省,长三角,-0.148068152,-0.278281422,-0.213138153,-0.294732334,-0.278453044,-0.018387005,0.052256672,0.019276579,-0.11563927,-0.912047684
常州市,86,2010,江苏省,长三角,-0.118467389,-0.18271547,-0.432901241,-0.3878869,-0.285534055,0.102033228,0.559173515,0.215806732,-0.029220362,-0.958780626
常州市,86,2011,江苏省,长三角,-0.08046358,0.630820331,-0.23552143,0.191291488,0.620835267,0.236399293,0.115621277,0.514511576,0.084205197,-0.862372863
常州市,86,2012,江苏省,长三角,-0.040068279,0.681053716,-0.210085888,0.235843672,0.592511226,0.367450158,0.010013601,0.570374294,0.274216381,-0.85439989
常州市,86,2013,江苏省,长三角,0.017344892,1.179711956,-0.06255974,0.608461936,0.932399722,0.511123156,-0.15895868,0.73028687,0.368607579,-0.874132998
常州市,86,2014,江苏省,长三角,0.046145602,1.421077246,-0.004566703,0.77992034,1.180235083,0.657366723,-0.164239064,0.730544219,0.356512612,-0.923175395
常州市,86,2015,江苏省,长三角,0.071440192,1.67714499,0.032060478,0.945303446,1.240423671,0.794205379,-0.15895868,0.401769436,0.387546961,-0.812432891
常州市,86,2016,江苏省,长三角,0.09570561,2.630354106,-0.381012734,1.196415754,1.484718527,0.951251798,-0.148397912,0.285529386,0.425241704,-0.758479979
常州市,86,2017,江苏省,长三角,0.109269376,2.203982934,-1.037249733,0.526107899,0.79432002,1.129619154,-0.169519447,0.346950519,0.456982458,-0.728160535
常州市,86,2018,江苏省,长三角,0.130782905,4.266002139,-0.077821066,2.298744784,2.387547344,1.254693889,-0.090313691,0.568259402,0.466029196,-0.71747269
常州市,86,2019,江苏省,长三角,0.145043931,4.774462015,0.812422926,3.169537466,2.982352211,1.098291019,-0.148397912,1.131976922,0.505676942,-0.534916831
常德市,87,2009,湖南省,长江中游,-0.672639853,-0.480440168,-0.608915196,-0.668700664,-0.678530128,-0.377971949,-0.363837571,-0.465546174,-0.262129351,-0.402770954
常德市,87,2010,湖南省,长江中游,-0.667334231,-0.480440168,-0.722866427,-0.74430437,-0.621882045,-0.330510006,-0.284103776,-0.444068458,-0.257012364,-0.26963953
常德市,87,2011,湖南省,长江中游,-0.652564192,-0.480440168,-0.554991845,-0.632923911,-0.494423859,-0.268389248,-0.46522094,-0.398478317,-0.246638889,-0.136646525
常德市,87,2012,湖南省,长江中游,-0.637825115,-0.480440168,-0.627228786,-0.68085126,-0.533369416,-0.205300617,-0.386015183,-0.381326465,-0.244184279,-0.017690506
常德市,87,2013,湖南省,长江中游,-0.590178549,-0.480440168,-0.536678255,-0.620773315,-0.551071942,-0.140212128,-0.459940556,-0.330254849,-0.227316624,0.269144582
常德市,87,2014,湖南省,长江中游,-0.575360209,-0.480440168,-0.571270593,-0.64372444,-0.582936488,-0.071443371,-0.280407507,-0.325916477,-0.219771739,0.472137952
常德市,87,2015,湖南省,长江中游,-0.561287431,-0.480440168,-0.563131219,-0.638324175,-0.639584571,0.021499884,-0.254005588,-0.330915089,-0.218059151,0.779873795
常德市,87,2016,湖南省,长江中游,-0.544161814,-0.480440168,-0.355577191,-0.500617426,-0.540450426,0.104698077,-0.306809426,-0.295774146,-0.218643865,0.952062329
常德市,87,2017,湖南省,长江中游,-0.525677592,-0.480440168,-0.476650374,-0.580946363,-0.526288406,0.188643787,-0.306809426,-0.190559961,-0.125199488,1.082230342
常德市,87,2018,湖南省,长江中游,-0.514170931,-0.415504328,-0.191772297,-0.356160345,-0.257210013,0.254630048,-0.475781707,-0.032159837,-0.042594576,1.369579736
常德市,87,2019,湖南省,长江中游,-0.497260809,-0.413053919,-0.095117235,-0.290682136,-0.260750518,0.405140198,-0.607791302,0.054844291,0.004206267,1.685051085
平凉市,88,2009,甘肃省,关中平原,-0.922436314,-0.480440168,-0.86835773,-0.840834101,-0.855555386,-0.622835865,-0.153678296,-0.536894035,-0.277278482,-0.521635309
平凉市,88,2010,甘肃省,关中平原,-0.918375358,-0.480440168,-0.931437876,-0.882686153,-0.859095891,-0.612587013,-0.882371259,-0.529900868,-0.275835991,-0.481490529
平凉市,88,2011,甘肃省,关中平原,-0.915199911,-0.480440168,-0.879549369,-0.848259465,-0.834312355,-0.601372581,-0.31208981,-0.52971553,-0.273841434,-0.399474721
平凉市,88,2012,甘肃省,关中平原,-0.911491921,-0.480440168,-0.877514526,-0.846909399,-0.834312355,-0.587273977,-0.285687891,-0.504778942,-0.268558234,-0.286746356
平凉市,88,2013,甘肃省,关中平原,-0.903503764,-0.480440168,-0.878531947,-0.847584432,-0.841393365,-0.575787795,-0.333211345,-0.485104569,-0.26836234,-0.269000339
平凉市,88,2014,甘肃省,关中平原,-0.900957462,-0.480440168,-0.906002333,-0.865810325,-0.873257912,-0.557230275,-0.301529042,-0.488219676,-0.270965355,-0.229554424
平凉市,88,2015,甘肃省,关中平原,-0.897201171,-0.480440168,-0.846991875,-0.826658406,-0.767042757,-0.546392965,-0.31208981,-0.434800265,-0.272428623,-0.088807457
平凉市,88,2016,甘肃省,关中平原,-0.891779132,-0.480440168,-0.835800236,-0.819233042,-0.788285788,-0.534068463,-0.290968275,-0.45533007,-0.273149869,-0.029285153
平凉市,88,2017,甘肃省,关中平原,-0.887681022,-0.480440168,-0.855131248,-0.832058671,-0.802447808,-0.522496282,-0.269846739,-0.439657126,-0.271799388,0.081603154
平凉市,88,2018,甘肃省,关中平原,-0.885009634,-0.480440168,-0.67097792,-0.709877682,-0.543990931,-0.523759863,-0.306809426,-0.444076607,-0.27645929,0.191733535
平凉市,88,2019,甘肃省,关中平原,-0.883337694,-0.480440168,-0.67708245,-0.713927881,-0.543990931,-0.553729546,-0.301529042,-0.399024853,-0.274239158,0.357723328
平顶山市,89,2009,河南省,中原,0.411260079,-0.134932493,0.125663275,0.009032555,0.125164544,-0.458874799,-0.00582755,-0.482713566,-0.242875351,-0.553296502
平顶山市,89,2010,河南省,中原,0.43538431,-0.104302381,-0.039159041,-0.083446978,-0.264291024,-0.418852739,-0.174799831,-0.458127564,-0.239076196,-0.511254449
平顶山市,89,2011,河南省,中原,0.471573755,-0.121455244,0.132785227,0.02118315,-0.129751827,-0.373924392,-0.333211345,-0.418294819,-0.221528848,-0.438240841
平顶山市,89,2012,河南省,中原,0.500497074,-0.153310561,0.163307878,0.023883283,-0.115589807,-0.326712681,-0.296248658,-0.353768054,-0.213983963,-0.300318251
平顶山市,89,2013,河南省,中原,0.561766852,-0.114104017,0.314903712,0.146064271,-0.087265765,-0.277695589,-0.15895868,-0.333274634,-0.208685923,-0.272471289
平顶山市,89,2014,河南省,中原,0.581797928,-0.480440168,0.275224266,-0.082096912,-0.122670817,-0.22650901,-0.016388318,-0.265711596,-0.204319862,-0.247868884
平顶山市,89,2015,河南省,中原,0.606101738,-0.480440168,0.317955977,-0.053745522,-0.299696075,-0.167306882,-0.296248658,-0.359723295,-0.222454892,-0.058865744
平顶山市,89,2016,河南省,中原,0.619576334,-0.480440168,0.21214412,-0.123948963,-0.299696075,-0.106996976,-0.079752923,-0.279749857,-0.197445766,0.000555668
平顶山市,89,2017,河南省,中原,0.634321605,-0.480440168,0.04528696,-0.234654389,-0.423613756,-0.038359472,-0.195921366,-0.238572943,-0.176580094,0.178062593
平顶山市,89,2018,河南省,中原,0.647849453,-0.480440168,0.557050078,0.104887253,-0.002293641,-0.024807326,-0.106154842,-0.260735725,-0.133821789,0.351069956
平顶山市,89,2019,河南省,中原,0.652254706,-0.480440168,0.482778293,0.055609838,-0.023536672,0.045780492,0.099780126,-0.282898507,-0.114772588,0.505819457
广元市,90,2009,四川省,,-0.828797783,-0.480440168,-0.343368131,-0.492517029,-0.636044066,-0.587334095,-0.137837145,-0.53749894,-0.268498872,0.143898157
广元市,90,2010,四川省,,-0.817367908,-0.480440168,-0.477667796,-0.581621396,-0.660827602,-0.572514078,-1.55298,-0.525516256,-0.272529538,0.329019395
广元市,90,2011,四川省,,-0.811403418,-0.480440168,-0.412552807,-0.538419278,-0.62542255,-0.554358379,-0.254005588,-0.494430562,-0.266189698,-0.224300013
广元市,90,2012,四川省,,-0.809870187,-0.480440168,-0.582462231,-0.651149804,-0.777664272,-0.534940207,-0.11671561,-0.498676833,-0.262853565,-0.124936221
广元市,90,2013,四川省,,-0.816171542,-0.480440168,-0.435953506,-0.553945039,-0.643125076,-0.515362386,-0.248725204,-0.449821306,-0.253302251,-0.026463237
广元市,90,2014,四川省,,-0.813267321,-0.480440168,-0.439005771,-0.555970139,-0.61126053,-0.482261702,-0.217042902,-0.403097916,-0.250779375,0.039924683
广元市,90,2015,四川省,,-0.808418696,-0.480440168,-0.621124256,-0.676801061,-0.767042757,-0.458304679,-0.180080215,-0.396508207,-0.256721491,0.108848451
广元市,90,2016,四川省,,-0.803470993,-0.451035259,-0.448162566,-0.545844642,-0.551071942,-0.432833917,-0.343772113,-0.381661323,-0.253803859,0.238852206
广元市,90,2017,四川省,,-0.800086243,-0.453485668,-0.538713098,-0.607272653,-0.579395983,-0.402722259,-0.317370194,-0.402609368,-0.25852609,0.342053606
广元市,90,2018,四川省,,-0.797136199,0.899140121,-0.101221765,0.428228102,0.882832649,-0.377919669,-0.364893648,-0.400120959,-0.261479339,0.481167837
广元市,90,2019,四川省,,-0.794186154,1.343889361,-0.131744416,0.653014119,1.003209825,-0.347180879,-0.370174031,-0.394156432,-0.260968828,0.365986675
广安市,91,2009,四川省,成渝,-0.935312727,-0.480440168,-0.821556332,-0.809782579,-0.795366798,-0.547736999,-0.422977869,-0.514334048,-0.281326957,-0.535116155
广安市,91,2010,四川省,成渝,-0.92835498,-0.480440168,-0.746267126,-0.759830131,-0.699773159,-0.540483312,-2.725225201,-0.504933958,-0.279385826,-0.460445202
广安市,91,2011,四川省,成渝,-0.922903219,-0.480440168,-0.621124256,-0.676801061,-0.61126053,-0.515448015,-0.217042902,-0.488054237,-0.276156544,-0.326400823
广安市,91,2012,四川省,成渝,-0.918045924,-0.480440168,-0.681152137,-0.716628013,-0.646665581,-0.489253105,-0.275127123,-0.464250897,-0.270410322,-0.216862263
广安市,91,2013,四川省,成渝,-0.906967776,-0.480440168,-0.589584183,-0.655875035,-0.636044066,-0.461664838,-0.243444821,-0.437337377,-0.266317326,-0.167050867
广安市,91,2014,四川省,成渝,-0.901646053,-0.480440168,-0.633333317,-0.684901458,-0.7280972,-0.406220253,-0.211762518,-0.329596693,-0.264738302,-0.060720567
广安市,91,2015,四川省,成渝,-0.88804018,-0.454710873,-0.567200906,-0.626848613,-0.607720024,-0.371856431,-0.11671561,-0.211823914,-0.258811026,0.106792458
广安市,91,2016,四川省,成渝,-0.876810937,-0.443684032,-0.368803673,-0.489141863,-0.331560622,-0.330997307,-0.074472539,-0.071649954,-0.263631205,0.174146854
广安市,91,2017,四川省,成渝,-0.866893239,-0.436332805,-0.518364664,-0.584321528,-0.459018808,-0.289456849,-0.148397912,-0.098247567,-0.269555512,0.262181765
广安市,91,2018,四川省,成渝,-0.859752198,-0.235399264,-0.400343746,-0.395312264,-0.285534055,-0.307909884,-0.121995993,-0.109791165,-0.267077157,0.356012461
广安市,91,2019,四川省,成渝,-0.852150446,-0.285632649,-0.441040614,-0.449989944,-0.260750518,-0.260360759,-0.079752923,-0.009210603,-0.258724952,0.418703653
广州市,92,2009,广东省,珠三角,0.421392032,-0.087149517,1.10137069,0.682715575,0.365918896,1.99605291,3.600674578,0.987922249,0.672848674,-0.392788743
广州市,92,2010,广东省,珠三角,0.460299928,0.503399061,0.756464732,0.779245307,0.404864452,2.632437443,4.250161784,1.303096721,0.6602521,-0.285682062
广州市,92,2011,广东省,珠三角,0.488404615,1.228720136,0.842945577,1.236242706,1.799823487,3.199320196,3.790768394,1.912742462,0.372112893,0.311657877
广州市,92,2012,广东省,珠三角,0.508690817,0.960400347,0.798179022,1.058709004,1.43869196,3.742277574,3.468664983,2.036094311,1.259171105,0.554532108
广州市,92,2013,广东省,珠三角,0.549086118,1.342664157,0.992506567,1.398250647,1.675905806,4.411914084,2.80861701,2.432596245,1.320750068,0.573489451
广州市,92,2014,广东省,珠三角,0.570955089,1.510517176,1.002680784,1.497480511,2.334439766,4.605357826,2.813897393,2.88072808,1.383970385,0.258437667
广州市,92,2015,广东省,珠三角,0.601155274,1.467635018,1.031168592,1.492755279,0.511079607,5.229095232,3.299692702,3.489870492,2.34407626,1.397319653
广州市,92,2016,广东省,珠三角,0.628162674,1.661217332,1.211252234,1.718891363,0.280946772,5.760414692,4.218479481,4.254085294,3.064900657,2.454593093
广州市,92,2017,广东省,珠三角,0.660770452,2.292197659,0.869398541,1.839722286,0.666861834,6.27515194,3.400019994,4.561158933,4.795365382,3.064711321
广州市,92,2018,广东省,珠三角,0.691058568,3.913143238,2.206290661,3.619784535,1.64404126,6.166893086,2.549878204,4.559337397,4.570045799,4.434642192
广州市,92,2019,广东省,珠三角,0.708034329,4.628662677,2.030276706,3.897223133,1.690067827,6.385315335,1.562446435,5.317979192,6.952831405,6.245358509
庆阳市,93,2009,甘肃省,关中平原,-0.938022507,-0.480440168,-0.902950068,-0.863785226,-0.926365489,-0.619837891,-0.15895868,-0.540562881,-0.271265132,-0.522414151
庆阳市,93,2010,甘肃省,关中平原,-0.935560421,-0.480440168,-0.919228816,-0.874585756,-0.926365489,-0.608529917,-1.838120725,-0.53771024,-0.270781333,-0.41512045
庆阳市,93,2011,甘肃省,关中平原,-0.933983844,-0.480440168,-0.899897803,-0.861760127,-0.922824984,-0.594741663,-0.211762518,-0.527894562,-0.262236202,-0.371068543
庆阳市,93,2012,甘肃省,关中平原,-0.932029532,-0.480440168,-0.912106864,-0.869860524,-0.922824984,-0.581635852,-0.190640983,-0.464861298,-0.245338866,-0.279496241
